业务域编号,业务域,流程组编号,流程组名称,流程编号,流程名称,子流程编号,子流程名称,信息流图名称,业务表名称,是否输出业务项,线上线下输出物名称,对比业务表名称,SAP模块代码,SAP口令代码,目前表号,新表号,权威数据源系统1,权威数据源系统2,是否已挂附件,系统名称,操作,数据分布表编号,数据分布表名称,表责任部门,问题或建议,核查结果,来源文件,来源部门
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,偏差项目记录单,是,偏差项目记录单,1,,,FM1404-14,,纸质,,,/,R,FM1404-14,偏差项目记录单,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,故障通知单,是,故障通知单,1,,,FM1404-15,,OA,,,OA,C,FM1404-15,故障通知单,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,废品卡片,是,废品卡片,1,,,FM1404-09,,OA,,,KB,C/U,FM1404-09,废品卡片,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,拒收报告,是,拒收报告,1,,,FM1404-08,,OA,,,CPM,R,FM1404-08,拒收报告,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,不合格品粘签,是,不合格品粘签,1,,,FM1404-17,,纸质,,,OA,C/U,FM1404-17,不合格品粘签,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,不合格品挂签,是,不合格品挂签,1,,,FM1404-11,,纸质,,,OA,U/R,FM1404-11,不合格品挂签,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,产品控制记录,否,产品控制记录,1,,,,,,,,线下,U,0,0,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,质量问题通知单,是,质量问题通知单,1,,,FM1404-13,,OA,,,OA,R,FM1404-13,质量问题通知单,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,14.8.7.1,质量逃逸,信息流图-集成制造业务域-制造质量管理-14.8.7.1 质量逃逸,质量逃逸通知,是,质量逃逸通知,1,,,FM1404-68,,纸质,,,OA,R,FM1404-68,质量逃逸通知,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.8,交付文件的准备,,,信息流图-集成制造业务域-制造质量管理-14.8.8交付文件的准备,交付文件清单,是,交付文件清单,1,,,,FM1404-86,纸质,,,OA,R,FM1404-86,交付文件清单,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.9,包装运输检验,,,信息流图-集成制造业务域-制造质量管理-14.8.9包装运输检验,包装运输检验记录单,是,包装运输检验记录单,1,,,FM1404-87,,纸质,,,OA,C/U,FM1404-87,包装运输检验记录单,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.8,制造质量管理,14.8.9,包装运输检验,,,信息流图-集成制造业务域-制造质量管理-14.8.9包装运输检验,包装运输检验清单,否,,0,,,,,,,,OA,C/U,FM1404-85,包装运输检验清单,质量安全部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,设备大中（项）修理申请表,否,,,,,,,,,,PLM,C/U,0,0,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,设备备件需求申请表,否,,,,,,,,,,PLM,C/U,0,0,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,机械动力设备设施大中（项）修计划,是,机械动力设备设施大中（项）修计划,1,,,FM1407-12,,纸质,,,PLM,C/U,FM1407-12,机械动力设备设施大中（项）修计划,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,设备备件采购计划单,是,设备备件采购计划单,1,,,FM1407-22,,纸质,,,PLM,C/U,FM1407-22,设备备件采购计划单,生产运营部,对比业务表名称（信息流图）和线上线下输出物名称，不一致，完全拉齐,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.10,动能供应管理,,,信息流图-集成制造业务域-生产资源保障-14.9.10动能供应管理,动能供用申请表,是,动能供用申请表,1,,,FM1408-01,,纸质,,,线下,C/U,FM1408-01,动能供用申请表,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.10,动能供应管理,,,信息流图-集成制造业务域-生产资源保障-14.9.10动能供应管理,动能停用申请表,是,动能停用申请表,1,,,FM1408-02,,纸质,,,线下,C/U,FM1408-02,动能停用申请表,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.11,动能使用管理,,,信息流图-集成制造业务域-生产资源保障-14.9.11动能使用管理,动力管线接引需求申请表,是,动力管线接引需求申请表,1,,,FM1408-03,,纸质,,,纸质,C/U,FM1408-03,动力管线接引需求申请表,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.2,设备设施使用,,,信息流图-集成制造业务域-生产资源保障-14.9.2设备设施使用,设备管理信息台账表,是,设备管理信息台账表,1,,,FM1407-37,,纸质,,,纸质,C/U,FM1407-37,设备管理信息台账表,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.3,设备设施搬迁,,,信息流图-集成制造业务域-生产资源保障-14.9.3设备设施搬迁,设备设施搬迁申请单,是,设备设施搬迁申请单,1,,,FM1407-20,,纸质,,,OA,C/U,FM1407-20,设备设施搬迁申请单,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.3,设备设施搬迁,,,信息流图-集成制造业务域-生产资源保障-14.9.3设备设施搬迁,设备修理（搬迁）验收单,是,设备修理（搬迁）验收单,1,,,FM1407-13,,OA,,,,R,FM1407-13,设备修理（搬迁）验收单,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故报告,是,设备设施事故报告,1,,,FM1407-16,,纸质,,,OA,U/R,FM1407-16,设备设施事故报告,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故整改措施,是,设备设施事故整改措施,1,,,FM1407-17,,纸质,,,OA,U/R,FM1407-17,设备设施事故整改措施,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故整改归零,是,设备设施事故整改归零,1,,,FM1407-19,,纸质,,,线下,R,FM1407-19,设备设施事故整改归零,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故处理,是,设备设施事故处理,1,,,FM1407-18,,纸质,,,线下,C/U,FM1407-18,设备设施事故处理,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.5,设备设施维护保养,,,信息流图-集成制造业务域-生产资源保障-14.9.5设备设施维护保养,设备三级维护保养规程,是,设备三级维护保养规程,1,,,FM1407-07,,纸质,,,OA,C/U,FM1407-07,设备三级维护保养规程,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.5,设备设施维护保养,,,信息流图-集成制造业务域-生产资源保障-14.9.5设备设施维护保养,设备二级维护保养点检表,是,设备二级维护保养点检表,1,,,FM1407-06,,纸质,,,OA,C/U,FM1407-06,设备二级维护保养点检表,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.5,设备设施维护保养,,,信息流图-集成制造业务域-生产资源保障-14.9.5设备设施维护保养,设备一级维护保养点检表,是,设备一级维护保养点检表,1,,,FM1407-05,,纸质,,,OA,C/U,FM1407-05,设备一级维护保养点检表,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.6,设备设施备件,,,信息流图-集成制造业务域-生产资源保障-14.9.6设备设施备件,设备备件入库清单,是,设备备件入库清单,1,,,FM1407-24,,纸质,,,纸质,C/U,FM1407-24,设备备件入库清单,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.6,设备设施备件,,,信息流图-集成制造业务域-生产资源保障-14.9.6设备设施备件,设备备件领用单,是,设备备件领用单,1,,,FM1407-26,,纸质,,,线下,U,FM1407-26,设备备件领用单,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.7,设备设施维修,,,信息流图-集成制造业务域-生产资源保障-14.9.7设备设施维修,设备临时故障修理单,是,设备临时故障修理单,1,,,FM1407-14,,OA,,,线下,U/R,FM1407-14,设备临时故障修理单,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.7,设备设施维修,,,信息流图-集成制造业务域-生产资源保障-14.9.7设备设施维修,设备修理(搬迁)验收单,是,设备修理（搬迁）验收单,,,,FM1407-13,,OA,,,CPM,U,FM1407-13,设备修理（搬迁）验收单,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.8,设备设施保养检查,,,信息流图-集成制造业务域-生产资源保障-14.9.8设备设施保养检查,设备三级维护保养规程,否,,,,,,,纸质,,,OA,U,0,0,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.8,设备设施保养检查,,,信息流图-集成制造业务域-生产资源保障-14.9.8设备设施保养检查,设备二级维护保养点检表,否,,,,,,,纸质,,是,OA,C/U,0,0,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.8,设备设施保养检查,,,信息流图-集成制造业务域-生产资源保障-14.9.8设备设施保养检查,设备一级维护保养点检表,否,,,,,,,纸质,,,OA,R,0,0,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.9,设备设施保养优化,,,信息流图-集成制造业务域-生产资源保障-14.9.9设备设施保养优化,设备三级维护保养规程,否,,,,,,,纸质,,,PLM/OA,C/U,0,0,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.9,设备设施保养优化,,,信息流图-集成制造业务域-生产资源保障-14.9.9设备设施保养优化,设备二级维护保养点检表,否,,,,,,,纸质,,,PLM/OA,C/U,0,0,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.9,生产资源保障管理,14.9.9,设备设施保养优化,,,信息流图-集成制造业务域-生产资源保障-14.9.9设备设施保养优化,设备一级维护保养点检表,否,,,,,,,纸质,,,线下,C/U,0,0,生产运营部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,试验件目录/试验件申请单/试验过程问题反馈单/试验结果鉴定表,是,试验件申请单,,,,FM1207-43,,线下WORD,,,OA,C/U,FM1207-43,试验件目录/试验件申请单/试验过程问题反馈单/试验结果鉴定表,科技创新部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,试验件目录/试验件申请单/试验过程问题反馈单/试验结果鉴定表,是,试验过程问题反馈单,,,,FM1207-41,,线下WORD,,,OA,C/U,FM1207-41,试验件目录/试验件申请单/试验过程问题反馈单/试验结果鉴定表,科技创新部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,试验件目录/试验件申请单/试验过程问题反馈单/试验结果鉴定表,是,试验结果鉴定表,,,,FM1207-42,,线下WORD,,,线下,C/U,FM1207-42,试验件目录/试验件申请单/试验过程问题反馈单/试验结果鉴定表,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,数控程序缺陷反馈单,是,数控程序缺陷反馈单,,,,FM1206-58,,线下WORD,,,线下,C/U,FM1206-58,数控程序缺陷反馈单,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,数控程序更改单,是,数控程序更改单,,,,FM1206-61,,线下WORD,,,线下,C/U,FM1206-61,数控程序更改单,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,数控程序复制单,是,数控程序复制单,,,,FM1206-60,,线下WORD,,,线下,C/U,FM1206-60,数控程序复制单,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,数控机床控制系统代码表,是,数控机床控制系统代码表,,,,FM1206-59,,线下WORD,,,线下,C/U/R,FM1206-59,数控机床控制系统代码表,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,零件标识签,是,零件标识签,,,,FM1207-09,,线下WORD,,,线下,C/U,FM1207-09,零件标识签,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,配胶记录表,是,配胶记录表,,,,FM1207-14,,线下WORD,,,线下,C/U,FM1207-14,配胶记录表,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,温度湿度检查记录表,是,温度湿度检查记录表,,,,FM1207-15,,线下WORD,,,线下,C/U,FM1207-15,温度湿度检查记录表,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,压缩空气清洁度检查试验记录,是,压缩空气清洁度检查试验记录,,,,FM1207-16,,线下WORD,,,线下,C/U,FM1207-16,压缩空气清洁度检查试验记录,科技创新部,对比业务表名称（信息流图）和线上线下输出物名称，不一致，线下文本或cpm文件非结构化，完全拉齐,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.6,工艺过程管控,,,信息流图-集成制造业务域-制造工艺设计-14.5.6工艺过程管控,器材使用单,是,器材使用单,,,,FM1207-17,,线下WORD,,,线下,C/U,FM1207-17,器材使用单,科技创新部,对比业务表名称（信息流图）和线上线下输出物名称，不一致，线下文本或cpm文件非结构化，完全拉齐,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.1,装配生产订单下达,,,信息流图---装配生产订单下达,装配生产订单下达（PP-CO05N),是,下达生产订单（PP-CO05N),0,PP,CO05N,,,ERP,,,ERP,C/U,CO05N,装配生产订单下达（PP-CO05N),项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.3,装配生产订单关闭,,,信息流图---装配生产订单关闭,装配生产订单关闭（PP-COOIS),是,生产订单信息系统（PP-COOIS),0,PP,COOIS,,,ERP,,,ERP,C/U,COOIS,装配生产订单关闭（PP-COOIS),项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.1,生产计划管理,14.1.3,项目临时需求计划策划,14.1.3.2,临时生产需求管控,信息流图-集成制造业务域-生产计划管理-14.1.3.2临时生产需求策划,临时生产需求申请表,是,临时生产需求申请表,,,,FM1402-23,,OA,,,OA,C/U,FM1402-23,临时生产需求申请表,生产运营部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.1,关键工序的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.1关键工序的控制,关键工序目录,是,自编技术文件,0,,,无,,CPM,,,CPM,C/U,0,0,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.1,关键工序的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.1关键工序的控制,三定目录,是,自编技术文件,0,,,无,,CPM,,,CPM,C/U,0,0,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.9,生产线规划方案编制,,,信息流图-集成制造业务域-制造工艺策划-14.4.9生产线规划方案编制,生产线规划方案,是,自编技术文件,0,,,,,CPM,,,CPM,C,0,0,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.9,生产线规划方案编制,,,信息流图-集成制造业务域-制造工艺策划-14.4.9生产线规划方案编制,制造总方案,否,,0,,,,,,,,CPM,,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.3,装配协调方案制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.3装配协调方案制定,装配协调方案,是,自编技术文件,0,,,无,,CPM,,,CPM,C,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.3,装配协调方案制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.3装配协调方案制定,制造总方案,否,,,,,,,,,,CPM,,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.7,架次流程图的策划,,,信息流图-集成制造业务域-制造工艺策划-14.4.7架次流程图的策划,架次流程图,是,自编技术文件,,,,无,,CPM,,,CPM,C,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.7,架次流程图的策划,,,信息流图-集成制造业务域-制造工艺策划-14.4.7架次流程图的策划,装配协调方案,否,,,,,,,,,,CPM,,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.10,产能控制,,,信息流图-集成制造业务域-制造工艺策划-14.4.10产能控制,产能规划报告,是,自编技术文件,,,,,,CPM,,,CPM,C,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.10,产能控制,,,信息流图-集成制造业务域-制造工艺策划-14.4.10产能控制,项目主进度计划,否,,,,,,,OA,,,OA,,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.6,产品制造的风险控制,,,信息流图-集成制造业务域-制造工艺策划-14.4.6产品制造的风险管理,制造风险登记表,是,制造风险登记表,,,,FM1205-09,,线下WORD,,,线下,C,FM1205-09,制造风险登记表,科技创新部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.6,制造工艺验证与改进,14.6.2,工艺评审,,,信息流图-集成制造业务域-制造工艺验证与改进-14.6.2工艺评审,工艺评审报告,是,工艺评审报告,,,,FM1206-34,,OA,,,OA,C,FM1206-34,工艺评审报告,科技创新部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.11,PFMEA的使用,,,信息流图-集成制造业务域-制造工艺策划-14.4.11PFMEA的使用,制造流程图,是,制造流程图,,,,无,,线下WORD,,,线下,C,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.11,PFMEA的使用,,,信息流图-集成制造业务域-制造工艺策划-14.4.11PFMEA的使用,PFMEA风险管理记录表,是,PFMEA风险管理记录表,,,,FM1205-10,,线下EXCEL,,,线下,C,FM1205-10,PFMEA风险管理记录表,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.11,PFMEA的使用,,,信息流图-集成制造业务域-制造工艺策划-14.4.11PFMEA的使用,生产过程控制计划,是,生产过程控制计划,,,,无,,线下WORD,,,线下,C,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.8,零组件供应状态表的编制,,,信息流图-集成制造业务域-制造工艺设计-14.5.8零组件供应状态表的编制,零件供应状态表（CPM）,是,自编技术文件,,,,FM1206-37,,CPM,,,CPM,C,FM1206-37,零件供应状态表（CPM）,科技创新部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.8,零组件供应状态表的编制,,,信息流图-集成制造业务域-制造工艺设计-14.5.8零组件供应状态表的编制,零件供应状态表更改单（CPM）,是,自编技术文件,,,,FM1206-38,,CPM,,,CPM,C,FM1206-38,零件供应状态表更改单（CPM）,科技创新部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.5,制造工艺设计管理,14.5.8,零组件供应状态表的编制,,,信息流图-集成制造业务域-制造工艺设计-14.5.8零组件供应状态表的编制,装配协调方案,否,,,,,,,CPM,,,,,,,科技创新部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,14.4.5,零件制造方案制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.5零件制造方案制定,零件制造方案,是,自编技术文件,0,,,无,,CPM,,,CPM,C,,,科技创新部,,OK,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,开工日检查单,是,开工日检查单,,,,FM140305-01,,纸质,,,纸质,C,FM140305-01,开工日检查单,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,交付计划控制表,是,交付计划控制表,,,,FM140305-02,,纸质,,,纸质,C,FM140305-02,交付计划控制表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,拒收跟踪表,是,拒收跟踪表,,,,FM140305-03,,纸质,,,纸质,C,FM140305-03,拒收跟踪表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,AO关闭情况及交付文件控制表,是,AO关闭情况及交付文件控制表,,,,FM140305-04,,纸质,,,纸质,C,FM140305-04,AO关闭情况及交付文件控制表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,缺件控制表,是,缺件控制表,,,,FM140305-05,,纸质,,,纸质,C,FM140305-05,缺件控制表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,月份交付统计表,是,月份交付统计表,,,,FM140305-06,,OA,,,OA,C,FM140305-06,月份交付统计表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,生产风险行动项目计划,是,生产风险行动项目计划,,,,FM140305-07,,纸质,,,纸质,C,FM140305-07,生产风险行动项目计划,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
