业务域编号,业务域,流程组编号,流程组名称,流程编号,流程名称,子流程编号,子流程名称,信息流图名称,业务表名称,是否输出业务项,线上线下输出物名称,对比业务表名称,SAP模块代码,SAP口令代码,目前表号,新表号,权威数据源系统1,权威数据源系统2,是否已挂附件,系统名称,操作,数据分布表编号,数据分布表名称,表责任部门,问题或建议,核查结果,来源文件,来源部门
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,首件检验通知,是,首件检验通知,1,,,FM1404-63,,MES,,,MES,C/U,FM1404-63,首件检验通知,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,构型更改委员会行动项清单,否,构型更改委员会行动项清单,1,,,,,快表,,,EXCLE服务系统,R,,构型更改委员会行动项清单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,质量工程指示单,是,质量工程指示单,1,,,FM1404-61,,CPM,,,CPM,C,FM1404-61,质量工程指示单,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.6,产品检验,,,信息流图-集成制造业务域-制造质量管理-14.8.6产品检验,合格证,是,合格证,1,,,FM1404-59,,纸质,,,线下,C/U,FM1404-59,合格证,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.6,产品检验,,,信息流图-集成制造业务域-制造质量管理-14.8.6产品检验,产品合格证（内部）,是,产品合格证（内部）,1,,,FM1404-58,,纸质,,,线下,C/U,FM1404-58,产品合格证（内部）,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.6,产品检验,,,信息流图-集成制造业务域-制造质量管理-14.8.6产品检验,产品装配控制记录,否,产品装配控制记录,1,,,,,,,,MES,U,,产品装配控制记录,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.6,产品检验,,,信息流图-集成制造业务域-制造质量管理-14.8.6产品检验,产品制造记录,否,产品制造记录,1,,,,,,,,MES,U,,产品制造记录,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,产品制造记录,否,,,,,,,,,,MES,R,,,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,产品装配控制记录,否,,,,,,,,,,MES,R,,,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,不合格品登记帐,是,不合格品登记帐,1,,,FM1404-16,,纸质,,,线下,C/U,FM1404-16,不合格品登记帐,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,偏差项目记录单,是,偏差项目记录单,1,,,FM1404-14,,纸质,,,线下,C/U,FM1404-14,偏差项目记录单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,故障通知单,是,故障通知单,1,,,FM1404-15,,OA,,,OA,C/U/R,FM1404-15,故障通知单,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,废品卡片,是,废品卡片,1,,,FM1404-09,,OA,,,OA,C/U,FM1404-09,废品卡片,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,拒收报告,是,拒收报告,1,,,FM1404-08,,OA,,,OA,C/U,FM1404-08,拒收报告,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,不合格品粘签,是,不合格品粘签,1,,,FM1404-17,,纸质,,,线下,C/U,FM1404-17,不合格品粘签,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,不合格品挂签,是,不合格品挂签,1,,,FM1404-11,,纸质,,,线下,C/U,FM1404-11,不合格品挂签,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,产品控制记录,否,产品控制记录,1,,,,,,,,,R,,,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,,,信息流图-集成制造业务域-制造质量管理-14.8.7 不合格品控制,质量问题通知单,是,质量问题通知单,1,,,FM1404-13,,OA,,,OA,C/U,FM1404-13,质量问题通知单,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.7,不合格品控制,14.8.7.1,质量逃逸,信息流图-集成制造业务域-制造质量管理-14.8.7.1 质量逃逸,质量逃逸通知,是,质量逃逸通知,1,,,FM1404-68,,纸质,,,线下,C/U,FM1404-68,质量逃逸通知,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.8,交付文件的准备,,,信息流图-集成制造业务域-制造质量管理-14.8.8交付文件的准备,交付文件清单,是,交付文件清单,1,,,,FM1404-86,纸质,,,线下,C/U,FM1404-86,交付文件清单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.9,包装运输检验,,,信息流图-集成制造业务域-制造质量管理-14.8.9包装运输检验,包装运输检验记录单,是,包装运输检验记录单,1,,,FM1404-87,,纸质,,,线下,C/U,FM1404-87,包装运输检验记录单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.9,包装运输检验,,,信息流图-集成制造业务域-制造质量管理-14.8.9包装运输检验,包装运输检验清单,否,,,,,,,,,,线下,R,FM1404-85,包装运输检验清单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,设备大中（项）修理申请表,否,,,,,,,,,,线下,C,,,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,设备备件需求申请表,否,,,,,,,,,,线下,C,,,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,机械动力设备设施大中（项）修计划,是,机械动力设备设施大中（项）修计划,1,,,FM1407-12,,纸质,,,线下,C,FM1407-12,机械动力设备设施大中（项）修计划,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.1,设备设施计划策划,,,信息流图-集成制造业务域-生产资源保障-14.9.1设备设施计划策划,设备备件采购计划单,是,设备备件采购计划单,1,,,FM1407-22,,纸质,,,线下,C,FM1407-22,设备备件采购计划单,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.2,设备设施使用,,,信息流图-集成制造业务域-生产资源保障-14.9.2设备设施使用,设备管理信息台账表,是,设备管理信息台账表,1,,,FM1407-37,,纸质,,,线下,C,FM1407-37,设备管理信息台账表,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.3,设备设施搬迁,,,信息流图-集成制造业务域-生产资源保障-14.9.3设备设施搬迁,设备设施搬迁申请单,是,设备设施搬迁申请单,1,,,FM1407-20,,纸质,,,线下,C,FM1407-20,设备设施搬迁申请单,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.3,设备设施搬迁,,,信息流图-集成制造业务域-生产资源保障-14.9.3设备设施搬迁,设备修理（搬迁）验收单,是,设备修理（搬迁）验收单,1,,,FM1407-13,,OA,,,OA,U,FM1407-13,设备修理（搬迁）验收单,生产运营部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故报告,是,设备设施事故报告,1,,,FM1407-16,,纸质,,,线下,U,FM1407-16,设备设施事故报告,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故整改措施,是,设备设施事故整改措施,1,,,FM1407-17,,纸质,,,线下,U,FM1407-17,设备设施事故整改措施,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故整改归零,是,设备设施事故整改归零,1,,,FM1407-19,,纸质,,,线下,U,FM1407-19,设备设施事故整改归零,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.4,设备设施事故处理,,,信息流图-集成制造业务域-生产资源保障-14.9.4设备设施事故处理,设备设施事故处理,是,设备设施事故处理,1,,,FM1407-18,,纸质,,,线下,C,FM1407-18,设备设施事故处理,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.5,设备设施维护保养,,,信息流图-集成制造业务域-生产资源保障-14.9.5设备设施维护保养,设备三级维护保养规程,是,设备三级维护保养规程,1,,,FM1407-07,,纸质,,,线下,C,FM1407-07,设备三级维护保养规程,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
14,集成制造,14.9,生产资源保障管理,14.9.5,设备设施维护保养,,,信息流图-集成制造业务域-生产资源保障-14.9.5设备设施维护保养,设备二级维护保养点检表,是,设备二级维护保养点检表,1,,,FM1407-06,,纸质,,,线下,C,FM1407-06,设备二级维护保养点检表,生产运营部,,OK,集成制造/生产运营部一图三表汇总及信息流图/一图三表生产运营部汇总清单0929.xlsx,生产运营部,
